"id","fecha_alta","ip_alta","fecha_ultimo_acceso","ip_ultimo_acceso","numero_votos","valoracion_votos","numero_comentarios","numero_imagenes","titulo","descripcion","telefono","fax","movil","pais","provincia","municipio","codigo_postal","url_web","latitud","longitud","descripcion_en","categoria","subcategoria","total_visitas","visible","preferencia","de_pago","fecha_ultima_actualizacion","email_contacto"
"","","","","","","","","","GUAGUA PARADA N 4157","SAN NICOLAS (ROTONDA POLG S JERONIMO)","","","","+34","Santa Cruz de Tenerife","","","","28.396116","-16.539114","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9259","HORACIO NELSON N 16","","","","+34","Santa Cruz de Tenerife","","","","28.470741","-16.259366","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4813","CRUCE C LAZARO MEDINA (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.387318","-16.550318","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8024","C EL EMIGRANTE PLAYA SAN JUAN","","","","+34","Santa Cruz de Tenerife","","","","28.18","-16.817593","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9218","AVDA BENITO PERES ARMAS N 16","","","","+34","Santa Cruz de Tenerife","","","","28.463249","-16.267806","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 5026","AVDA TRASERA CENTRO COMERCIAL LA VILLA (ALCAMPO)P","","","","+34","Santa Cruz de Tenerife","","","","28.394163","-16.549537","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1241","PASADO CRUCE SOCORRO","","","","+34","Santa Cruz de Tenerife","","","","28.490587","-16.355375","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1363","PUENTE LA GRACILIANA (C CONCEP SALAZAR N 9)","","","","+34","Santa Cruz de Tenerife","","","","28.495703","-16.313694","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7285","GOLF DEL SUR V (FRENTE CASA DE GOLF)","","","","+34","Santa Cruz de Tenerife","","","","28.034261","-16.610176","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4069","C GRAL N 13 DE LA CRUZ SANTA","","","","+34","Santa Cruz de Tenerife","","","","28.379135","-16.566144","","121","123","","","","","",""
"","","","","","","","","","SHELL","","","","","+34","Santa Cruz de Tenerife","","","","28.123655","-16.739592","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1130","LOS JUNCOS (TABAIBA ALTA)","","","","+34","Santa Cruz de Tenerife","","","","28.407596","-16.338389","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1545","LA PLAYA (BAR CASA AFRICA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.569689","-16.204116","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2200","BCO HONDO (FRENTE ESQ REST SALA FIESTA TFE SUR","","","","+34","Santa Cruz de Tenerife","","","","28.399785","-16.351061","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7309","CRUCE DEL PAL-MAR (LAS GALLETAS)","","","","+34","Santa Cruz de Tenerife","","","","28.030168","-16.682621","","121","123","","","","","",""
"","","","","","","","","","DISA","","","","","+34","Santa Cruz de Tenerife","","","","28.449959","-16.4606","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1534","C TABLERO N 20 (VENTA DE COCHES)","","","","+34","Santa Cruz de Tenerife","","","","28.42197","-16.330435","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4811","BARRANCO LA MONTANETA - ENTRADA LA LUZ- (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.389347","-16.559246","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1178","TABAIBA BAJA (EDIFICIO OCEANIA)","","","","+34","Santa Cruz de Tenerife","","","","28.404865","-16.332679","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1308","CTRA TEJINA (CUEVA JURADA)","","","","+34","Santa Cruz de Tenerife","","","","28.527771","-16.352825","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4354","LA CENTINELA (ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.374791","-16.708166","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4389","CAMPO DE FUTBOL (REALEJOS)","","","","+34","Santa Cruz de Tenerife","","","","28.37815","-16.588198","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4620","JUAN CANELO (C LA VEGA FRENTE N 14) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.355918","-16.732142","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2492","AVDA SILVERIO ALFONSO N 14","","","","+34","Santa Cruz de Tenerife","","","","28.492081","-16.317903","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1415","CASA DE PENA (OFRA)(FRENTE MICHELIN)","","","","+34","Santa Cruz de Tenerife","","","","28.461002","-16.292372","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2378","CTRA CRUZ CHICA FRENTE N 32 (PTE LA CENTINELA)","","","","+34","Santa Cruz de Tenerife","","","","28.490079","-16.356719","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8018","CAMPO DE GOLF HACIA CALETA","","","","+34","Santa Cruz de Tenerife","","","","28.112312","-16.748028","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1279","CHAMBERI (TF-5)","","","","+34","Santa Cruz de Tenerife","","","","28.452476","-16.274528","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1455","AVDA LOS MAJUELOS (ESTACION SHELL)","","","","+34","Santa Cruz de Tenerife","","","","28.44246","-16.312885","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7165","HOTEL COSTA ADEJE (TORVISCAS)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.09269","-16.736612","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7631","TF-51 LOS CASANOVAS - LA ESCALONA-","","","","+34","Santa Cruz de Tenerife","","","","28.1255","-16.66571","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4503","LOMO CANELO (LA GUANCHA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.374954","-16.657335","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4894","CTRA LA LUZ N 44","","","","+34","Santa Cruz de Tenerife","","","","28.388703","-16.553936","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1401","AVDA LOS MENCEYES (FRENTE ENT BARRIO NUEVO) (LA","","","","+34","Santa Cruz de Tenerife","","","","28.478585","-16.311778","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7168","FRENTE MERCADONA (SAN EUGENIO)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.077187","-16.732086","","121","123","","","","","",""
"","","","","","","","","","TEXACO","","","","","+34","Santa Cruz de Tenerife","","","","28.379217","-16.694103","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4013","BCO EL PINO (MIRADOR HUMBELT)(CUESTA LA VILLA)(BI","","","","+34","Santa Cruz de Tenerife","","","","28.408466","-16.50721","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8029","CANDELARIA ACCESO AUTOVIA","","","","+34","Santa Cruz de Tenerife","","","","28.357108","-16.371355","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7020","LAS CALETILLAS (FRENTE LOS GERANIOS)","","","","+34","Santa Cruz de Tenerife","","","","28.374771","-16.363324","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7966","TF-463 PIE DE TANCE (LOS MORINES)(ENTRADA CAMINO)","","","","+34","Santa Cruz de Tenerife","","","","28.184708","-16.812586","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7097","C VELTRAN DE LIZ FRENTE N 41 (GÜIMAR)","","","","+34","Santa Cruz de Tenerife","","","","28.321421","-16.410135","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4249","LA MORRA (AGUAMANSA)","","","","+34","Santa Cruz de Tenerife","","","","28.365546","-16.503738","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7748","BARRANCO HONDO (LA MEDIDA) (JUNTO BAR)","","","","+34","Santa Cruz de Tenerife","","","","28.283138","-16.407244","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7764","MIRADOR DE D MARTIN","","","","+34","Santa Cruz de Tenerife","","","","28.293853","-16.402614","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4220","BCO EL PINO (MIRADOR HUMBELT)(CUESTA LA VILLA)","","","","+34","Santa Cruz de Tenerife","","","","28.40812","-16.507196","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4931","HOTEL MARITIN (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.406819","-16.57006","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7571","AEROPUERTO TENERIFE SUR (REINA SOFIA)","","","","+34","Santa Cruz de Tenerife","","","","28.048462","-16.57678","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7723","AVDA BRUSELAS (FRENTE C C FANABE) (TORVISCAS)","","","","+34","Santa Cruz de Tenerife","","","","28.086779","-16.732288","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4135","EL RATINO (C GRAL REALEJOS-OROTAVA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.378732","-16.539516","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4658","CRUZ GRANDE (TANQUE) (IGLESIA)","","","","+34","Santa Cruz de Tenerife","","","","28.355586","-16.783384","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1385","LA HIGUERITA (ANTES ESTACION B-P )","","","","+34","Santa Cruz de Tenerife","","","","28.469559","-16.293715","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9164","R SANTA CRUZ N 143","","","","+34","Santa Cruz de Tenerife","","","","28.475771","-16.249022","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4573","LA COOPERATIVA (C BTA-PORTELAS) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.367094","-16.847566","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4747","CTRA STA BARBARA N 76-CAJA RURAL- (ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.369512","-16.698713","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4015","EL TINGLADO (CUESTA LA VILLA)(EN EL N 173)","","","","+34","Santa Cruz de Tenerife","","","","28.41775","-16.503222","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7179","CRUCE CHAFIRA (AUT DEL SUR) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.051406","-16.612867","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4356","EL CALVARIO (C ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.36987","-16.713519","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1237","EL MOLINO ANTES CRUCE BOQUERON (GUAMASA)","","","","+34","Santa Cruz de Tenerife","","","","28.491194","-16.375425","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7276","EL CONFITAL (CTRA EL MEDANO-LOS ABRIGOS)","","","","+34","Santa Cruz de Tenerife","","","","28.033463","-16.565375","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7382","GARANANA (FRENTE CONSULTORIO MEDICO)(C S MIGUEL)","","","","+34","Santa Cruz de Tenerife","","","","28.097073","-16.61498","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4674","CTRA S DEL TEIDE FRENTE N 34-A (S DEL TEIDE)","","","","+34","Santa Cruz de Tenerife","","","","28.295533","-16.815132","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2469","LA RUA FRENTE ESQ HUARACHEROS","","","","+34","Santa Cruz de Tenerife","","","","28.503986","-16.302619","","121","123","","","","","",""
"","","","","","","","","","REPSOL","","","","","+34","Santa Cruz de Tenerife","","","","28.356417","-16.777214","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4630","ENTRADA LAS LAJAS (C(S ANTONIO N 131)(ICOD) (BIS","","","","+34","Santa Cruz de Tenerife","","","","28.360728","-16.710633","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4017","LA PUNTILLA (SANTA URSULA)(CHO ZARZALES)","","","","+34","Santa Cruz de Tenerife","","","","28.424303","-16.496446","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7618","CRUCE ENTRADA EL MOJON","","","","+34","Santa Cruz de Tenerife","","","","28.070582","-16.704055","","121","123","","","","","",""
"","","","","","","","","","TGAS","","","","","+34","Santa Cruz de Tenerife","","","","28.519869","-16.334953","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8027","CANDELARIA (AMBULATORIO)","","","","+34","Santa Cruz de Tenerife","","","","28.35557","-16.370897","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9100","EL MAYORAZGO (HIPERTREBOL)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.440763","-16.283012","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2271","FINCA CARRILLO (CUESTA LAS TABLAS)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.392471","-16.351546","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9406","LA MULTA (MESONEROS ROMANOS N 3)","","","","+34","Santa Cruz de Tenerife","","","","28.453903","-16.290592","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2133","LA PICONERA N 245(CTRA GENETO)","","","","+34","Santa Cruz de Tenerife","","","","28.453706","-16.318919","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1485","DEGOLLADA DE PAIBA (BAILADERO)","","","","+34","Santa Cruz de Tenerife","","","","28.550466","-16.197058","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7440","COOPERATIVA SAN MIGUEL (SAN MIGUEL) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.102886","-16.612421","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8099","PALMAR 2 ROTONDA","","","","+34","Santa Cruz de Tenerife","","","","28.024826","-16.701616","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9178","CURVA GRANDE (ENTRADA OFRA)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.460083","-16.282572","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2313","C EL MORAL (CRUCE CON C LA IGLESIA)","","","","+34","Santa Cruz de Tenerife","","","","28.521659","-16.3893","","121","123","","","","","",""
"","","","","","","","","","EL PILAR","","","","","+34","Santa Cruz de Tenerife","SANTA CRUZ DE TENERIFE","","","28.470136","-16.251746","","121","125","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2321","LA BARRANQUERA","","","","+34","Santa Cruz de Tenerife","","","","28.536868","-16.396203","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7856","TF- 625 FRENTE BAR REST CASA BLANCA","","","","+34","Santa Cruz de Tenerife","","","","28.166434","-16.429636","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4115","SAN BENITO (C GRAL N 49) (REALEJO ALTO)","","","","+34","Santa Cruz de Tenerife","","","","28.384234","-16.579229","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9238","LA NINFA (TRAS IFARA III) FAROLA 42","","","","+34","Santa Cruz de Tenerife","","","","28.48295","-16.257899","","121","123","","","","","",""
"","","","","","","","","","CC TRES DE MAYO","","","","","+34","Santa Cruz de Tenerife","SANTA CRUZ DE TENERIFE","","","28.458951","-16.25505","","121","125","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4887","LOS GERANIOS","","","","+34","Santa Cruz de Tenerife","","","","28.389798","-16.534174","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2164","C CAMINO EL MEDIO N 11","","","","+34","Santa Cruz de Tenerife","","","","28.519649","-16.315387","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2202","FINCA CARRILLO (CUESTA LAS TABLAS)","","","","+34","Santa Cruz de Tenerife","","","","28.392427","-16.35154","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2375","CTRA CRUZ CHICA (CASA DEL MILLO)","","","","+34","Santa Cruz de Tenerife","","","","28.490335","-16.366154","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2562","AVDA LAS PALMERAS FINCA ESPANA","","","","+34","Santa Cruz de Tenerife","","","","28.474975","-16.298643","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7149","PLAYAS DE TROYA (AMERICAS)","","","","+34","Santa Cruz de Tenerife","","","","28.067576","-16.732071","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9383","TORREON (FARMACIA)","","","","+34","Santa Cruz de Tenerife","","","","28.49425","-16.226035","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4234","CURVA BARROSO (C OROTAVA-AGUAMANSA)","","","","+34","Santa Cruz de Tenerife","","","","28.379306","-16.507464","","121","123","","","","","",""
"","","","","","","","","","CEPSA","","","","","+34","Santa Cruz de Tenerife","","","","28.436472","-16.282091","","121","122","","","","","",""
"","","","","","","","","","BP","","","","","+34","Santa Cruz de Tenerife","","","","28.398066","-16.545647","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8078","AVDA LAS AMERICAS","","","","+34","Santa Cruz de Tenerife","","","","28.05544","-16.733032","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8109","ABADES.C OCIRA N8 FRENTE PLAZA","","","","+34","Santa Cruz de Tenerife","","","","28.144113","-16.441883","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1444","AVDA LOS MAJUELOS (COLG EL CARDONAL II) FAROLA 86","","","","+34","Santa Cruz de Tenerife","","","","28.450296","-16.30378","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1446","AVDA LOS MAJUELOS (PASADO ROT MUNECO DE NIEVE)","","","","+34","Santa Cruz de Tenerife","","","","28.444544","-16.310091","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9352","C LA MARINA (ALAMEDA) N 15","","","","+34","Santa Cruz de Tenerife","","","","28.468508","-16.247445","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2459","CAMINO EL BRONCO FRENTE N 33","","","","+34","Santa Cruz de Tenerife","","","","28.498031","-16.304627","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7258","PISTA CHARCO PINO (FRENTE ESTACION TEXACO)","","","","+34","Santa Cruz de Tenerife","","","","28.104615","-16.578858","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4308","LA PINERA ALTA-EL MOLINO (EN EL N 60) (PALO BLANC","","","","+34","Santa Cruz de Tenerife","","","","28.371905","-16.578704","","121","123","","","","","",""
"","","","","","","","","","SHELL","","","","","+34","Santa Cruz de Tenerife","","","","28.439503","-16.462246","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8031","ROTONDA ENTRADA CANDELARIA","","","","+34","Santa Cruz de Tenerife","","","","28.356125","-16.372375","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 8073","AVDA RAFAEL PUIG LLUVIANA","","","","+34","Santa Cruz de Tenerife","","","","28.061174","-16.731602","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2383","BAR EL CHORRO (C TAGANANA)","","","","+34","Santa Cruz de Tenerife","","","","28.504981","-16.193113","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4196","CRUCE C DE COOPERATIVA (C ARENAS-ICOD)","","","","+34","Santa Cruz de Tenerife","","","","28.397105","-16.562857","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4241","CAMINO DE CHASNA EN EL N 348","","","","+34","Santa Cruz de Tenerife","","","","28.366877","-16.528052","","121","123","","","","","",""
"","","","","","","","","","DISA","","","","","+34","Santa Cruz de Tenerife","","","","28.372162","-16.710278","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4549","LOS COLEGIOS (C BTA-PORTELAS)","","","","+34","Santa Cruz de Tenerife","","","","28.329047","-16.845674","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4003","EMP LA VICTORIA (AUT DEL NORTE)","","","","+34","Santa Cruz de Tenerife","","","","28.439402","-16.471581","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1416","FRENTE HOSPITAL GENERAL","","","","+34","Santa Cruz de Tenerife","","","","28.457636","-16.292507","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4597","IGLESIA S FRANCISCO (PARQUE FORESTAL)","","","","+34","Santa Cruz de Tenerife","","","","28.33582","-16.75885","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4838","CASA N 79 -EL RINCON- (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.405369","-16.513306","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4009","LA OROTAVA (ESTACION)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.393683","-16.519235","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7155","HOTEL COSTA ADEJE (TORVISCAS)","","","","+34","Santa Cruz de Tenerife","","","","28.092338","-16.736055","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7160","LA CALETA (SUR ISLA)","","","","+34","Santa Cruz de Tenerife","","","","28.101274","-16.755019","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4839","RINCON DE MARTIN N 76 (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.408006","-16.514572","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7647","CRUCE ENTRADA EL MOJON (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.070589","-16.703285","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7248","LA ISOLANA (TF-47) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.153644","-16.794355","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4203","FONDA FELIPE-CABALLO BLANCO (LA MATANZA)","","","","+34","Santa Cruz de Tenerife","","","","28.454431","-16.452957","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2326","C CANTILLO (CRUCE CMNO BARRANQUERA)","","","","+34","Santa Cruz de Tenerife","","","","28.52452","-16.382247","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7831","TF-28 LA FUENTITA EN BAR JULIAN (GRANADILLA)","","","","+34","Santa Cruz de Tenerife","","","","28.129293","-16.574389","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7107","CTRA ARAFO (FRENTE CRUCE C LUIS OTAZO MARRERO)","","","","+34","Santa Cruz de Tenerife","","","","28.340172","-16.405809","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9912","PUENTE ZURITA VIA 2","","","","+34","Santa Cruz de Tenerife","","","","28.468022","-16.264446","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4552","MASCA (RESTAURANTE MASCA)","","","","+34","Santa Cruz de Tenerife","","","","28.309654","-16.84259","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 5047","LA MATANZA CRUCE PUNTILLO SOL","","","","+34","Santa Cruz de Tenerife","","","","28.460939","-16.448193","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 5084","LAS AGUAS (S J DE LA RAMBLA)","","","","+34","Santa Cruz de Tenerife","","","","28.395144","-16.639429","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2366","CTRA STA MARIA DEL MAR (EDFO MISTRAL)","","","","+34","Santa Cruz de Tenerife","","","","28.425436","-16.309759","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7627","TF-51 LAS CASAS (EN ESCALONES CEMENTO)(ARONA)","","","","+34","Santa Cruz de Tenerife","","","","28.105241","-16.684416","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1570","LA FILIPINA (C TAGANANA) (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.542881","-16.194946","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7872","TF-28 ARICO NUEVO","","","","+34","Santa Cruz de Tenerife","","","","28.178964","-16.4826","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7167","LOS GERANIOS (P AMERICAS)(BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.079583","-16.733588","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4123","EL MOCON 1 (C EL MOCAN N 54)","","","","+34","Santa Cruz de Tenerife","","","","28.376971","-16.57705","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4175","HOYA MELEQUE (C LAS DEHESAS N 2)","","","","+34","Santa Cruz de Tenerife","","","","28.40849","-16.553687","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9247","CTRA LOS CAMPITOS N 93","","","","+34","Santa Cruz de Tenerife","","","","28.486246","-16.261882","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 9381","LA CHARCA (RESTAURANTE) APARCAMIENTO","","","","+34","Santa Cruz de Tenerife","","","","28.509611","-16.229214","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4885","C BETHENCOURT Y CASTRO N 12","","","","+34","Santa Cruz de Tenerife","","","","28.393036","-16.527656","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 1475","EL PUENTE (C TAGANANA)","","","","+34","Santa Cruz de Tenerife","","","","28.507427","-16.192677","","121","123","","","","","",""
"","","","","","","","","","REPSOL","","","","","+34","Santa Cruz de Tenerife","","","","28.379604","-16.53739","","121","122","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4689","CTRA S DEL TEIDE-CRUCE LAS MANCHAS (S DEL TEIDE","","","","+34","Santa Cruz de Tenerife","","","","28.290854","-16.813813","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4867","CMNO POLO FRENTE N 36 (BIS)","","","","+34","Santa Cruz de Tenerife","","","","28.384819","-16.51836","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2558","2 ROSARITO","","","","+34","Santa Cruz de Tenerife","","","","28.488964","-16.289827","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7473","CRUCE ACOJEJA (TEJINA DE GUIA)","","","","+34","Santa Cruz de Tenerife","","","","28.195122","-16.768388","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 7757","AVDA SANTA CRUZ (FRENTE ELECTRO BAZAR GLEZ Y AL","","","","+34","Santa Cruz de Tenerife","","","","28.315699","-16.409916","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4401","TIERRA MESA 1 (C MOLINO N 178)(ICOD EL ALTO)","","","","+34","Santa Cruz de Tenerife","","","","28.380918","-16.616991","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 2608","C SAN JUAN BOSCO","","","","+34","Santa Cruz de Tenerife","","","","28.458034","-16.304586","","121","123","","","","","",""
"","","","","","","","","","GUAGUA PARADA N 4180","LAS ADELFAS (C LAS DEHESAS N 90)","","","","+34","Santa Cruz de Tenerife","","","","28.403633","-16.562658","","121","123","","","","","",""
